     date     time,Prev Close,Open,Bid,Ask,Volume
17:9:2018  12:50:44,30.1200,29.0500,28.9400 x 4000,28.9500 x 800,"21,211,072"
17:9:2018  12:50:58,30.120,29.050,28.940 x 4000,28.950 x 800,"21,211,638"
17:9:2018  12:51:12,30.12,29.05,28.94 x 4000,28.95 x 800,"21,227,433"
17:9:2018  12:51:28,30.12,29.05,28.94 x 4000,28.95 x 800,"21,233,522"
17:9:2018  12:51:43,30.120,29.050,28.960 x 800,28.950 x 2200,"21,234,924"
17:9:2018  12:51:59,30.12,29.05,28.96 x 800,28.97 x 2200,"21,237,403"
17:9:2018  12:52:16,30.12,29.05,28.96 x 800,28.97 x 2200,"21,267,234"
17:9:2018  12:52:31,30.12,29.05,28.96 x 1400,28.97 x 900,"21,271,774"
17:9:2018  12:52:47,30.12,29.05,28.93 x 1200,28.94 x 3000,"21,277,744"
17:9:2018  12:53:2,30.1200,29.0500,28.9300 x 1200,28.9400 x 3000,"21,277,744"
