     date     time,Prev Close,Open,Bid,Ask,Volume
17:9:2018  12:37:9,162.3200,161.9200,160.6600 x 1400,160.6700 x 1000,"12,498,133"
17:9:2018  12:37:22,162.32,161.92,160.66 x 1400,160.67 x 1000,"12,504,047"
17:9:2018  12:37:37,162.32,161.92,160.67 x 1400,160.68 x 800,"12,507,566"
17:9:2018  12:37:50,162.32,161.92,160.67 x 1400,160.68 x 800,"12,510,419"
17:9:2018  12:38:5,162.32,161.92,160.6700 x 1400,160.6800 x 800,"12,513,811"
17:9:2018  12:38:19,162.32,161.92,160.72 x 1400,160.68 x 800,"12,518,090"
17:9:2018  12:38:33,162.32,161.92,160.72 x 1400,160.72 x 800,"12,525,263"
17:9:2018  12:38:48,162.3200,161.9200,160.7200 x 1400,160.7200 x 800,"12,534,081"
17:9:2018  12:39:2,162.32,161.92,160.72 x 1400,160.72 x 800,"12,552,440"
17:9:2018  12:39:16,162.32,161.92,160.62 x 1400,160.66 x 800,"12,555,891"
